,,Paste data from survey (sort by name),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apple,Banana,Caterpillar,Donkey,Elephant,Fringle,Gargoyle,Humid,Interstellar,Jupiter,Koala,Lumpy,Mongoose,Nickleback,Octopus,Platypus,Quail,Railroad,Snake,Train,Uuvula,Violin,Wonky,Xylophone,Youngster,Zebra,Alabama,Bikini,Cat,Dumby,Egg,Flick,Great,Heat,Intelligent,Juggle,Kill,Love,,,,,,
Intelligent,,1,,1,"I, T",,,,,,,,,,,,,,1,,,,,,,I,,1,,T,1,,1,1,,,,,,,7,,,
Juggle,1,1,1,1,,,,,1,,I,,,T,I,1,,T,,,1,,,,T,,I,,,,,,1,1,,,T,,,,9,,,
Kill,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,4,,,
Love,,1,1,,,,,1,,1,1,1,1,,,,,T,,,,1,,,,1,,,1,,1,,1,1,1,,,1,,,15,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Clean data (remove self-votes, or preferences over 35). Use ""sum"" and ""countif"" to get totals for columns and rows. Use this format for grouping algorithm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POPULARITY,9,14,18,10,8,6,12,7,9,5,10,16,8,1,2,8,8,0,5,8,14,9,10,6,4,3,2,8,8,4,12,3,12,15,8,7,6,7,0,0,,,,
,Apple,Banana,Caterpillar,Donkey,Elephant,Fringle,Gargoyle,Humid,Interstellar,Jupiter,Koala,Lumpy,Mongoose,Nickleback,Octopus,Platypus,Quail,Railroad,Snake,Train,Uuvula,Violin,Wonky,Xylophone,Youngster,Zebra,Alabama,Bikini,Cat,Dumby,Egg,Flick,Great,Heat,Intelligent,Juggle,Kill,Love,,,OUTBOX: interpersonal,OUTBOX: techncial,SUM,REQ
Apple,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,3,0,3,0
Banana,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,0,0,0,0
Caterpillar,,,,,I,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,I,I,5,0,5,0
Donkey,E,E,E,,,,,,,,E,E,,,,,,,,,E,,,,,,,E,,,E,,,E,,,,,,,0,0,0,0
Elephant,,,,E,,,,,,E,E,,,,,,,,,,,,,,,,,E,,,,,,E,,,,E,,,0,0,0,0
Fringle,,,,,,,,,E,,,,,,,,,,,,E,,E,,T,,,,,,,,,,,,,,,,0,1,1,0
Gargoyle,,,,,,,,,,,E,,,,,,E,,,,E,,,,,,E,,,,E,,,E,,,,E,,,0,0,0,0
Humid,,,,E,E,E,,,E,,,E,E,,,,,,,,,,E,E,E,,,,,E,,,E,,,E,E,E,,,0,0,0,0
Interstellar,,E,,,E,,E,,,I,,,,,,,E,,,E,,,,,,,,,E,,,,I,,I,,,,,,3,0,3,0
Jupiter,,,E,E,,,E,,,,E,E,,T,,,,T,,,E,,,T,T,,,,,T,E,T,,E,,,T,,,,0,7,7,0
Koala,,E,,,,,E,,,E,,E,,,,,,,,,,,E,,,,,,,,E,,,E,,,,,,,0,0,0,0
Lumpy,,E,E,,,,,,,,,,,,,,,T,,,E,,,,,,,,,E,I,,,,,,E,E,,,1,1,2,0
Mongoose,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0
Nickleback,E,,E,,E,,,E,E,I,,E,E,,,,E,I,E,E,E,E,,E,I,,,,,,,,E,,,E,E,,,,3,0,3,0
Octopus,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0
Platypus,,,E,,,E,,E,E,,,E,,,,,,,,,E,E,E,,,,,,,,,,,,,,,,,,0,0,0,0
Quail,E,,E,,,,,,,I,,E,,,,E,,T,,E,E,,,,,,,,,,,,,E,,,,,,,1,1,2,0
Railroad,,,,,E,,E,,,E,,,,,E,,,,,,,,,,,,,,,,,,,E,E,,,,,,0,0,0,0
Snake,E,E,E,,,,E,E,E,"I, T",E,E,E,T,,E,E,T,,,E,E,,E,E,,,E,E,,E,,E,,,,,,,,0,2,2,0
Train,,E,E,E,,E,,,,,,E,E,,,,,,,,E,,E,,,,,,,,E,,,,E,,,,,,0,0,0,0
Uuvula,,E,E,,,,E,,,,E,E,E,,,E,,,E,E,,E,E,E,E,E,,E,,,,E,E,,,E,E,,,,0,0,0,0
Violin,,,,,,,,,,T,,,,,,,,"T, I",,,,,E,,,,,,E,T,,E,,,,,,,,,0,2,2,0
Wonky,,E,,E,E,E,,E,,I,E,E,,,,E,,I,,,,E,,E,,,,,,E,,,,E,E,E,E,E,,,2,0,2,0
Xylophone,E,,E,,E,E,E,E,E,I,,E,E,,,E,E,,E,E,E,E,E,,,E,,E,E,,E,,E,E,E,E,,E,,,1,0,1,0
Youngster,E,,,,,,,I,,I,,,,,,,,T,,E,,E,,,,,,,E,,,,E,,,,,,,,2,1,3,0
Zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Alabama,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,0,0,0,0
Bikini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,2,0,2,0
Cat,,,,I,,,,I,,,,,,,,,,T,,,,,,,,,,,,,,,,,I,,,,,,3,1,4,0
Dumby,,,E,,,,E,,,,,E,,,,,,T,,,,,E,,,,,,,,E,,,,,,,,,,0,1,1,0
Egg,,E,E,E,E,,E,,E,,,,,,,,E,T,,,,,,,,,,E,,,,,E,E,E,E,,,,,0,1,1,0
Flick,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,3,0,3,0
Great,E,E,E,E,E,,,E,E,"I, T",E,E,E,E,E,E,E,"I, T",E,E,E,E,E,E,E,,E,E,E,E,E,,,E,E,E,E,E,,,0,0,0,0
Heat,E,E,E,E,T,E,E,,,E,E,E,,T,,E,,T,,E,E,,,T,,I,,T,E,T,E,I,E,,I,,T,,,,3,7,10,0
Intelligent,,E,,E,"I, T",,,,,,,,,,,,,,E,,,,,,,I,,E,,T,E,,E,E,,,,,,,1,1,2,0
Juggle,E,E,E,E,,,,,E,,I,,,T,I,E,,T,,,E,,,,T,,I,,,,,,E,E,,,T,,,,3,4,7,0
Kill,,,E,,,,E,,,,,,,,,,E,,,,,,,,,,,,,,,E,,,,,,,,,0,0,0,0
Love,,E,E,,,,,E,,E,E,E,E,,,,,T,,,,E,,,,E,,,E,,E,,E,E,E,,,,,,0,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
inbox: INTERPERSONAL,0,0,0,1,1,0,0,3,0,8,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,1,1,1,0,3,1,0,0,4,4,,,,
inbox: TECHNICAL,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,11,0,0,0,0,0,2,3,0,0,1,0,4,0,1,0,0,0,0,3,0,0,0,,,,
inbox TOTAL,0,0,0,1,2,0,0,3,0,11,1,0,0,4,1,0,0,13,0,0,0,0,0,2,4,2,1,1,0,4,1,2,1,0,3,1,3,0,4,4,,,,
outbox TOTAL,3,0,5,0,0,1,0,0,3,7,0,2,1,3,1,0,2,0,2,0,0,2,2,1,3,0,0,2,4,1,1,3,0,10,2,7,0,1,0,0,,,,
TOTAL IP SCORE,3,0,5,1,2,1,0,3,3,18,1,2,1,7,2,0,2,13,2,0,0,2,2,3,7,2,1,3,4,5,2,5,1,10,5,8,3,1,4,4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Transpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apple,Banana,Caterpillar,Donkey,Elephant,Fringle,Gargoyle,Humid,Interstellar,Jupiter,Koala,Lumpy,Mongoose,Nickleback,Octopus,Platypus,Quail,Railroad,Snake,Train,Uuvula,Violin,Wonky,Xylophone,Youngster,Zebra,Alabama,Bikini,Cat,Dumby,Egg,Flick,Great,Heat,Intelligent,Juggle,Kill,Love,,,,,,
Apple,,,1,1,,,,,,,,,,1,,,1,,1,,,,,1,1,,,1,,,,1,1,1,,1,,,,,,,,
Banana,1,,1,1,,,,,1,,1,1,,,,,,,1,1,1,,1,,,,,1,,,1,1,1,1,1,1,,1,,,,,,
Caterpillar,1,1,1,1,,,,,,1,,1,,1,,1,1,,1,1,1,,,1,,,,1,,1,1,1,1,1,,1,1,1,,,,,,
Donkey,1,,1,,1,,,1,,1,,,,,,,,,,1,,,1,,,,,1,I,,1,1,1,1,1,1,,,,,,,,
Elephant,1,,T,,1,,,1,1,,,,,1,,,,1,,,,,1,1,,,,1,,,1,1,1,T,"I, T",,,,,,,,,
Fringle,1,,1,,,,,1,,,,,,,,1,,,,1,,,1,1,,,,1,,,,1,,1,,,,,,,,,,
Gargoyle,1,,1,,,,,,1,1,1,,,,,,,1,1,,1,,,1,,,1,1,,1,1,1,,1,,,1,,,,,,,
Humid,1,,I,,,,,,,,,,,1,,1,,,1,,,,1,1,I,,,1,I,,,1,1,,,,,1,,,,,,
Interstellar,1,,1,,,1,,1,,,,,,1,,1,,,1,,,,,1,,,,1,,,1,1,1,,,1,,,,,,,,
Jupiter,T,,1,,1,,,,I,,1,,T,I,T,,I,1,"I, T",,,T,I,I,I,,,1,,,,I,"I, T",1,,,,1,,,,,,
Koala,1,,1,1,1,,1,,,1,1,,,,,,,,1,,1,,1,,,,,1,,,,1,1,1,,I,,1,,,,,,
Lumpy,1,,1,1,,,,1,,1,1,1,,1,,1,1,,1,1,1,,1,1,,,,1,,1,,1,1,1,,,,1,,,,,,
Mongoose,1,,1,,,,,1,,,,,,1,,,,,1,1,1,,,1,,,,1,,,,1,1,,,,,1,,,,,,
Nickleback,1,,1,,,,,,,T,,,,,,,,,T,,,,,,,,,1,,,,1,1,T,,T,,,,,,,,
Octopus,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,1,,,I,,,,,,,,
Platypus,1,,1,,,,,,,,,,,,,,1,,1,,1,,1,1,,,,1,,,,1,1,1,,1,,,,,,,,
Quail,1,,1,,,,1,,1,,,,,1,,,,,1,,,,,1,,,,1,,,1,1,1,,,,1,,,,,,,
Railroad,1,,1,,,,,,,T,,T,,I,,,T,,T,,,"T, I",I,,T,,,1,T,T,T,1,"I, T",T,,T,,T,,,,,,
Snake,1,,1,,,,,,,,,,,1,,,,,1,,1,,,1,,,,1,,,,1,1,,1,,,,,,,,,
Train,1,,1,,,,,,1,,,,,1,,,1,,,,1,,,1,1,,,1,,,,1,1,1,,,,,,,,,,
Uuvula,1,,1,1,,1,1,,,1,,1,,1,,1,1,,1,1,,,,1,,,,1,,,,1,1,1,,1,,,,,,,,
Violin,1,,1,,,,,,,,,,,1,,1,,,1,,1,,1,1,1,,,1,,,,1,1,,,,,1,,,,,,
Wonky,1,,1,,,1,,1,,,1,,,,,1,,,,1,1,1,,1,,,,1,,1,,1,1,,,,,,,,,,,
Xylophone,1,,1,,,,,1,,T,,,,1,,,,,1,,1,,1,,,,,1,,,,1,1,T,,,,,,,,,,
Youngster,1,,1,,,T,,1,,T,,,,I,,,,,1,,1,,,,,,,1,,,,1,1,,,T,,,,,,,,
Zebra,1,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,I,I,,,1,,,,,,
Alabama,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,I,,,,,,,,
Bikini,1,,1,1,1,,,,,,,,,,,,,,1,,1,,,1,,,,1,,,1,1,1,T,1,,,,,,,,,
Cat,1,,1,,,,,,1,,,,,,,,,,1,,,1,,1,1,,,1,,,,1,1,1,,,,1,,,,,,
Dumby,1,,1,,,,,1,,T,,1,,,,,,,,,,T,1,,,,,1,,,,1,1,T,T,,,,,,,,,
Egg,1,,1,1,,,1,,,1,1,I,,,,,,,1,1,,,,1,,,,1,,1,,1,1,1,1,,,1,,,,,,
Flick,1,,1,,,,,,,T,,,,,,,,,,,1,1,,,,,,1,,,,1,,I,,,1,,,,,,,
Great,1,,1,,,,,1,I,,,,,1,,,,,1,,1,,,1,1,,1,1,,,1,1,1,1,1,1,,1,,,,,,
Heat,1,1,1,1,1,,1,,,1,1,,,,,,1,1,,,,,1,1,,,,1,,,1,1,1,1,1,1,,1,,,,,,
Intelligent,1,,1,,,,,,I,,,,,,,,,1,,1,,,1,1,,,1,1,I,,1,1,1,I,,,,1,,,,,,
Juggle,1,,I,,,,,1,,,,,,1,,,,,,,1,,1,1,,,,1,,,1,1,1,,,,,,,,,,,
Kill,1,,1,,,,,1,,T,,1,,1,,,,,,,1,,1,,,,,1,,,,1,1,T,,T,,,,,,,,
Love,1,,1,,1,,1,1,,,,1,,,,,,,,,,,1,1,,,,1,,,,1,1,,,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apple,Banana,Caterpillar,Donkey,Elephant,Fringle,Gargoyle,Humid,Interstellar,Jupiter,Koala,Lumpy,Mongoose,Nickleback,Octopus,Platypus,Quail,Railroad,Snake,Train,Uuvula,Violin,Wonky,Xylophone,Youngster,Zebra,Alabama,Bikini,Cat,Dumby,Egg,Flick,Great,Heat,Intelligent,Juggle,Kill,Love,,,,,,
Apple,0,1,3,3,1,1,1,1,1,#VALUE!,1,1,1,3,1,1,3,1,3,1,1,1,1,3,3,1,1,3,1,1,1,3,3,3,1,3,1,1,#VALUE!,#VALUE!,,,,
Banana,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,
Caterpillar,3,3,3,3,#VALUE!,1,1,#VALUE!,1,3,1,3,1,3,1,3,3,1,3,3,3,1,1,3,1,1,1,3,1,3,3,3,3,3,1,#VALUE!,3,3,#VALUE!,#VALUE!,,,,
Donkey,3,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,#VALUE!,0,3,0,0,3,0,0,0,0,0,0,,,,
Elephant,0,0,#VALUE!,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,#VALUE!,#VALUE!,0,0,1,0,0,,,,
Fringle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gargoyle,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,1,0,0,,,,
Humid,0,0,#VALUE!,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,#VALUE!,0,0,0,#VALUE!,1,0,0,3,0,0,1,1,3,0,0,,,,
Interstellar,0,1,0,0,1,0,1,0,0,#VALUE!,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,#VALUE!,0,#VALUE!,0,0,0,0,0,,,,
Jupiter,#VALUE!,0,3,1,0,0,1,0,#VALUE!,0,3,1,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,0,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0,0,0,#VALUE!,1,#VALUE!,#VALUE!,3,0,0,#VALUE!,0,0,0,,,,
Koala,0,1,0,0,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,#VALUE!,0,0,0,0,,,,
Lumpy,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,#VALUE!,0,0,3,0,0,0,0,0,0,0,0,3,#VALUE!,0,0,0,0,0,1,3,0,0,,,,
Mongoose,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nickleback,3,0,3,0,1,0,0,1,1,#VALUE!,0,1,1,0,0,0,1,#VALUE!,#VALUE!,1,1,1,0,1,#VALUE!,0,0,0,0,0,0,0,3,#VALUE!,0,#VALUE!,1,0,0,0,,,,
Octopus,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,,,,
Platypus,0,0,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Quail,3,0,3,0,0,0,0,0,0,#VALUE!,0,1,0,0,0,1,0,#VALUE!,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Railroad,0,0,0,0,1,0,1,0,0,#VALUE!,0,#VALUE!,0,#VALUE!,1,0,#VALUE!,0,#VALUE!,0,0,#VALUE!,#VALUE!,0,#VALUE!,0,0,0,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,1,#VALUE!,0,#VALUE!,0,0,,,,
Snake,3,1,3,0,0,0,1,1,1,#VALUE!,1,1,1,#VALUE!,0,1,1,#VALUE!,3,0,3,1,0,3,1,0,0,3,1,0,1,0,3,0,0,0,0,0,0,0,,,,
Train,0,1,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,
Uuvula,0,1,3,0,0,0,3,0,0,0,1,3,1,0,0,3,0,0,3,3,0,1,1,3,1,1,0,3,0,0,0,3,3,0,0,3,1,0,0,0,,,,
Violin,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,3,0,0,0,0,0,1,#VALUE!,0,3,0,0,0,0,0,0,0,0,,,,
Wonky,0,1,0,1,1,3,0,3,0,#VALUE!,3,1,0,0,0,3,0,#VALUE!,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,1,1,1,1,1,0,0,,,,
Xylophone,3,0,3,0,1,1,1,3,1,#VALUE!,0,1,1,0,0,1,1,0,3,1,3,1,3,0,0,1,0,3,1,0,1,0,3,#VALUE!,1,1,0,1,0,0,,,,
Youngster,3,0,0,0,0,#VALUE!,0,#VALUE!,0,#VALUE!,0,0,0,#VALUE!,0,0,0,#VALUE!,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,#VALUE!,0,0,0,0,,,,
Zebra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#VALUE!,#VALUE!,0,0,0,0,0,,,,
Alabama,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,#VALUE!,0,0,0,0,,,,
Bikini,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,1,3,1,1,3,3,3,#VALUE!,3,1,1,1,#VALUE!,#VALUE!,,,,
Cat,0,0,0,#VALUE!,0,0,0,#VALUE!,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,0,,,,
Dumby,0,0,3,0,0,0,1,0,0,#VALUE!,0,3,0,0,0,0,0,#VALUE!,0,0,0,#VALUE!,3,0,0,0,0,0,0,0,1,0,0,#VALUE!,#VALUE!,0,0,0,0,0,,,,
Egg,0,1,3,3,1,0,3,0,1,0,0,#VALUE!,0,0,0,0,1,#VALUE!,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1,0,0,0,0,,,,
Flick,3,1,3,1,1,1,1,1,1,#VALUE!,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,3,1,#VALUE!,1,1,3,1,#VALUE!,#VALUE!,,,,
Great,3,1,3,1,1,0,0,3,#VALUE!,#VALUE!,1,1,1,3,1,1,1,#VALUE!,3,1,3,1,1,3,3,0,3,3,1,1,3,0,3,3,3,3,1,3,0,0,,,,
Heat,3,3,3,3,#VALUE!,1,3,0,0,3,3,1,0,#VALUE!,0,1,0,#VALUE!,0,1,1,0,0,#VALUE!,0,#VALUE!,0,#VALUE!,1,#VALUE!,3,#VALUE!,3,3,#VALUE!,0,#VALUE!,0,0,0,,,,
Intelligent,0,1,0,1,#VALUE!,0,0,0,#VALUE!,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#VALUE!,0,3,#VALUE!,#VALUE!,3,0,3,#VALUE!,0,0,0,0,0,0,,,,
Juggle,3,1,#VALUE!,1,0,0,0,0,1,0,#VALUE!,0,0,#VALUE!,#VALUE!,1,0,#VALUE!,0,0,3,0,0,0,#VALUE!,0,#VALUE!,0,0,0,0,0,3,1,0,0,#VALUE!,0,0,0,,,,
Kill,0,0,3,0,0,0,1,0,0,#VALUE!,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,#VALUE!,0,#VALUE!,0,0,0,0,,,,
Love,0,1,3,0,0,0,0,3,0,1,1,3,1,0,0,0,0,#VALUE!,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3,1,1,0,0,3,0,0,,,,
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,find and replace with symbols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,14,18,10,8,6,12,7,9,5,10,16,8,1,2,8,8,0,5,8,14,9,10,6,4,3,2,8,8,4,12,3,12,15,8,7,6,7,0,0,,,,
,Apple,Banana,Caterpillar,Donkey,Elephant,Fringle,Gargoyle,Humid,Interstellar,Jupiter,Koala,Lumpy,Mongoose,Nickleback,Octopus,Platypus,Quail,Railroad,Snake,Train,Uuvula,Violin,Wonky,Xylophone,Youngster,Zebra,Alabama,Bikini,Cat,Dumby,Egg,Flick,Great,Heat,Intelligent,Juggle,Kill,Love,,,,,,
Apple,0,1,3,3,1,1,1,1,1,#VALUE!,1,1,1,3,1,1,3,1,3,1,1,1,1,3,3,1,1,3,1,1,1,3,3,3,1,3,1,1,,,,,,
Banana,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,
Caterpillar,3,3,3,3,#VALUE!,1,1,#VALUE!,1,3,1,3,1,3,1,3,3,1,3,3,3,1,1,3,1,1,1,3,1,3,3,3,3,3,1,#VALUE!,3,3,,,,,,
Donkey,3,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,#VALUE!,0,3,0,0,3,0,0,0,0,,,,,,
Elephant,0,0,#VALUE!,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,#VALUE!,#VALUE!,0,0,1,,,,,,
Fringle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Gargoyle,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,1,,,,,,
Humid,0,0,#VALUE!,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,#VALUE!,0,0,0,#VALUE!,1,0,0,3,0,0,1,1,3,,,,,,
Interstellar,0,1,0,0,1,0,1,0,0,#VALUE!,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,#VALUE!,0,#VALUE!,0,0,0,,,,,,
Jupiter,#VALUE!,0,3,1,0,0,1,0,#VALUE!,0,3,1,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,0,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0,0,0,#VALUE!,1,#VALUE!,#VALUE!,3,0,0,#VALUE!,0,,,,,,
Koala,0,1,0,0,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,#VALUE!,0,0,,,,,,
Lumpy,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,#VALUE!,0,0,3,0,0,0,0,0,0,0,0,3,#VALUE!,0,0,0,0,0,1,3,,,,,,
Mongoose,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Nickleback,3,0,3,0,1,0,0,1,1,#VALUE!,0,1,1,0,0,0,1,#VALUE!,#VALUE!,1,1,1,0,1,#VALUE!,0,0,0,0,0,0,0,3,#VALUE!,0,#VALUE!,1,0,,,,,,
Octopus,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,,,,,,
Platypus,0,0,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Quail,3,0,3,0,0,0,0,0,0,#VALUE!,0,1,0,0,0,1,0,#VALUE!,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
Railroad,0,0,0,0,1,0,1,0,0,#VALUE!,0,#VALUE!,0,#VALUE!,1,0,#VALUE!,0,#VALUE!,0,0,#VALUE!,#VALUE!,0,#VALUE!,0,0,0,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,1,#VALUE!,0,#VALUE!,,,,,,
Snake,3,1,3,0,0,0,1,1,1,#VALUE!,1,1,1,#VALUE!,0,1,1,#VALUE!,3,0,3,1,0,3,1,0,0,3,1,0,1,0,3,0,0,0,0,0,,,,,,
Train,0,1,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,
Uuvula,0,1,3,0,0,0,3,0,0,0,1,3,1,0,0,3,0,0,3,3,0,1,1,3,1,1,0,3,0,0,0,3,3,0,0,3,1,0,,,,,,
Violin,0,0,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,0,0,0,#VALUE!,0,0,0,0,3,0,0,0,0,0,1,#VALUE!,0,3,0,0,0,0,0,0,,,,,,
Wonky,0,1,0,1,1,3,0,3,0,#VALUE!,3,1,0,0,0,3,0,#VALUE!,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,1,1,1,1,1,,,,,,
